GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
310M100US17980,17980,"Columbus, GA-AL Metro Area",108930,3128,72629,3524,44224,2755,36301,2873,11.8,1.3,8.9,1.8,2.5,1.3,19.1,3.3,8.1,1.5,5.9,1.5,1.7,0.8,13.7,3.1,14.7,1.6,11.2,1.8,5.5,1.7,20.8,3.6,13.5,1.6,12.6,1.7,10.4,2.0,16.1,3.3,13.6,1.7,14.9,2.2,14.1,2.6,11.4,2.8,15.6,1.8,16.0,2.3,18.9,3.0,12.6,2.4,9.3,1.2,11.9,1.7,18.4,2.8,3.8,1.2,7.9,1.1,10.7,1.5,16.9,2.6,1.8,1.0,2.7,0.7,3.8,1.1,5.8,1.6,0.4,0.6,2.7,0.8,3.9,1.2,5.8,1.8,0.3,0.4,36553,1494,45362,2530,72249,5753,23166,2216,56624,2966,68212,4496,N,N,31156,2248,30.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.0,(X)
310M100US18020,18020,"Columbus, IN Metro Area",31046,1064,21546,1339,N,N,9500,1282,5.7,2.4,4.6,2.5,N,N,9.5,5.0,6.4,2.6,2.8,2.1,N,N,17.0,6.4,13.5,2.8,10.2,3.2,N,N,21.0,5.7,11.0,2.8,10.2,2.9,N,N,9.9,3.9,14.5,2.7,15.5,3.4,N,N,13.5,4.8,22.1,3.9,22.0,4.9,N,N,20.6,7.1,10.9,2.9,14.8,4.3,N,N,2.3,2.1,11.5,2.5,15.5,3.5,N,N,2.2,2.1,1.8,1.0,1.8,1.1,N,N,1.6,2.0,2.5,1.1,2.6,1.4,N,N,2.2,2.0,47192,6053,58763,5210,66765,7534,26748,10290,61176,4744,69466,5759,N,N,41148,8074,15.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),14.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),15.9,(X)
310M100US18140,18140,"Columbus, OH Metro Area",707956,5737,452311,5841,331609,6052,255645,6099,8.2,0.5,5.9,0.6,1.5,0.4,13.9,1.0,4.8,0.4,3.3,0.5,1.7,0.4,8.1,0.8,11.4,0.6,7.7,0.7,4.7,0.6,18.5,1.2,10.1,0.5,8.2,0.7,5.7,0.6,14.1,1.0,14.3,0.7,13.1,0.8,12.0,0.9,16.0,1.1,19.3,0.7,20.4,1.0,22.1,1.0,16.3,1.2,11.9,0.5,14.4,0.7,17.5,0.9,6.6,0.7,12.4,0.6,16.3,0.8,21.0,1.0,4.7,0.6,4.2,0.3,5.9,0.5,7.6,0.7,1.0,0.3,3.5,0.3,4.8,0.4,6.2,0.6,0.9,0.2,51039,713,63908,1253,78161,1774,31506,914,67490,1001,80165,1402,94771,1790,42294,1347,22.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),22.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20.1,(X)
310M100US18180,18180,"Concord, NH Micro Area",57224,1392,36522,1822,29146,1738,20702,1654,5.0,1.6,2.9,1.5,0.9,0.7,10.5,4.0,4.8,1.5,1.0,0.7,0.6,0.6,11.1,3.7,8.5,1.8,5.6,1.9,4.4,2.0,13.9,3.6,9.7,1.8,7.2,2.0,6.6,1.9,15.4,4.5,12.5,2.3,10.5,2.5,7.6,2.1,16.4,4.3,21.4,2.5,22.8,3.3,22.6,3.6,19.0,3.8,14.5,2.1,19.0,2.8,21.0,3.2,5.7,2.7,15.2,2.1,19.2,3.1,22.2,3.7,5.8,2.8,4.5,1.3,6.4,1.7,7.8,2.1,1.7,1.5,3.8,1.2,5.4,1.7,6.3,2.2,0.5,0.6,61310,2229,74985,3138,83372,4644,34062,4742,74955,4217,90968,6381,N,N,42997,3574,29.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.2,(X)
310M100US18260,18260,"Cookeville, TN Micro Area",41145,2326,26033,1976,N,N,15112,1922,13.3,2.7,5.4,2.0,N,N,28.4,6.0,6.9,2.1,3.9,1.9,N,N,12.5,4.5,16.5,2.5,14.2,3.3,N,N,19.9,4.8,14.2,3.0,13.2,3.2,N,N,15.0,5.0,14.1,2.7,16.5,3.8,N,N,9.7,3.8,16.3,2.4,20.4,3.5,N,N,8.8,4.0,10.0,2.0,13.8,3.1,N,N,3.5,2.3,5.8,1.5,9.5,2.4,N,N,0.0,1.2,1.6,1.0,1.3,1.1,N,N,1.4,1.6,1.5,1.1,2.0,1.7,N,N,0.8,1.0,34208,3198,45764,4852,58367,4344,17295,2785,45999,2929,56457,4120,N,N,27237,3947,29.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.4,(X)
310M100US18300,18300,"Coos Bay, OR Micro Area",25723,1831,15288,1616,N,N,10435,1221,9.5,3.2,6.1,3.6,N,N,14.5,5.7,10.8,3.0,6.8,2.9,N,N,17.2,6.0,15.4,3.7,10.9,4.4,N,N,22.3,7.5,12.9,3.0,12.8,4.3,N,N,13.3,4.8,19.3,4.3,20.6,5.3,N,N,16.0,5.8,16.9,3.5,20.6,5.0,N,N,11.4,4.9,8.0,2.8,13.2,4.7,N,N,0.5,0.8,4.4,1.8,5.2,2.6,N,N,3.1,2.7,1.6,0.9,1.9,1.6,N,N,1.1,1.6,1.3,0.9,1.8,1.4,N,N,0.5,0.9,35955,3551,45479,3120,53682,11220,23235,3334,46697,4268,56571,6576,N,N,31905,4796,24.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.2,(X)
310M100US18500,18500,"Corning, NY Micro Area",41052,1246,24943,1254,20641,1279,16109,1286,7.6,2.2,3.2,2.1,2.3,2.4,15.2,4.1,6.2,1.5,4.3,2.0,3.3,2.2,10.0,2.6,12.0,1.8,7.4,1.7,6.9,2.0,18.2,3.8,11.9,1.7,12.8,2.8,9.0,2.2,11.4,2.7,16.4,1.9,15.3,2.8,14.7,2.7,19.9,3.5,20.6,2.6,22.4,3.3,23.8,3.8,15.3,3.5,10.7,2.0,14.1,2.7,16.3,3.3,4.7,2.6,9.4,1.8,12.4,2.3,14.3,2.7,4.2,2.4,3.5,1.4,5.2,2.2,6.1,2.6,0.7,0.7,1.9,0.8,2.8,1.3,3.4,1.6,0.3,0.5,45995,2573,55619,4160,61436,3811,30916,4899,58863,3720,71410,5235,N,N,37850,3304,35.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.8,(X)
310M100US18580,18580,"Corpus Christi, TX Metro Area",154206,3073,107111,3632,70436,3150,47095,3312,8.6,1.3,7.2,1.5,2.0,0.9,15.6,2.9,6.7,0.9,4.3,1.1,2.2,0.9,11.6,2.3,14.5,1.8,14.0,2.3,9.8,2.1,16.3,3.1,12.5,1.4,10.6,1.6,10.2,2.2,15.1,2.7,14.9,1.5,14.3,1.9,12.5,1.7,16.8,2.7,17.3,1.6,19.2,2.2,22.2,3.0,12.1,2.9,9.8,1.4,11.8,1.8,15.5,2.4,4.8,1.8,10.9,1.3,12.3,1.6,17.1,2.2,6.8,1.8,2.7,0.6,3.5,0.8,5.0,1.2,0.4,0.4,2.2,0.6,2.7,0.8,3.5,1.1,0.5,0.4,41994,2399,49597,3318,65081,3027,29857,2583,57971,2294,64671,3481,78117,4127,38990,2675,22.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),17.2,(X)
310M100US18700,18700,"Corvallis, OR Metro Area",32888,1302,18222,1389,N,N,14666,1548,15.6,3.7,6.0,2.8,N,N,27.6,7.1,5.4,1.8,2.8,1.8,N,N,9.1,3.2,11.1,2.6,5.2,2.2,N,N,19.4,4.9,9.9,2.6,7.6,2.6,N,N,13.5,4.6,10.7,2.6,11.3,3.5,N,N,9.2,3.6,14.7,2.5,16.1,3.1,N,N,11.5,4.0,11.2,2.6,15.8,3.9,N,N,5.5,2.6,14.4,2.7,23.6,4.3,N,N,3.0,1.6,2.9,0.9,4.9,1.5,N,N,0.5,0.8,4.0,1.4,6.7,2.5,N,N,0.6,0.8,45913,5983,76019,4576,84137,5611,20836,3706,63223,4469,87701,6684,N,N,32129,4608,18.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),16.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),18.5,(X)
310M100US18880,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",70407,2753,46549,2774,35227,2536,23858,2296,7.0,1.9,4.4,2.4,0.4,0.4,12.6,3.0,3.9,1.2,2.7,1.3,2.6,1.7,8.1,2.7,9.6,1.7,7.9,2.2,4.3,2.0,13.5,2.8,10.2,1.8,9.2,2.4,6.9,2.3,12.4,3.0,17.7,2.1,14.2,2.6,13.9,3.1,23.8,4.4,21.7,2.5,23.6,3.5,26.4,4.4,18.4,4.1,11.2,1.7,14.4,2.5,16.6,3.1,4.3,2.0,11.7,1.9,14.5,2.5,18.3,3.3,3.8,2.1,3.7,1.2,4.9,1.8,5.8,2.3,2.7,1.6,3.3,1.1,4.1,1.4,4.8,1.7,0.4,0.5,51529,2532,60183,3191,68308,6554,37911,4606,67538,5153,78017,7166,N,N,43153,3760,24.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.2,(X)
310M100US18980,18980,"Cullman, AL Micro Area",29666,1543,21119,1597,N,N,8547,1345,12.9,3.5,9.8,3.6,N,N,21.5,7.5,7.3,2.0,3.5,1.7,N,N,18.4,6.1,18.4,4.1,13.4,4.1,N,N,30.6,8.0,10.5,2.9,11.3,3.7,N,N,8.1,3.6,20.7,4.2,22.9,5.1,N,N,13.8,5.5,10.6,2.9,13.9,3.8,N,N,3.6,2.6,9.2,3.0,11.2,4.1,N,N,2.8,3.0,7.0,2.1,9.3,2.9,N,N,1.2,1.4,2.0,1.2,2.8,1.7,N,N,0.0,2.0,1.4,1.2,1.9,1.7,N,N,0.0,2.0,35786,4997,42297,2763,50265,7605,19220,2794,47449,4667,56636,6126,N,N,23614,3645,24.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.0,(X)
310M100US19060,19060,"Cumberland, MD-WV Metro Area",40076,1457,25129,1853,N,N,14947,1510,11.8,2.4,6.9,2.2,N,N,21.6,5.4,8.7,2.3,4.2,1.9,N,N,16.7,5.1,14.4,2.8,9.7,2.9,N,N,22.6,5.0,15.2,2.3,15.4,3.4,N,N,15.8,3.6,11.9,2.4,13.6,3.1,N,N,9.7,3.0,17.1,2.6,20.6,3.4,N,N,10.7,4.5,10.8,2.4,14.4,3.5,N,N,1.7,1.3,8.0,1.8,12.2,3.0,N,N,0.7,0.8,1.3,0.6,2.2,1.0,N,N,0.0,1.1,0.6,0.5,0.8,0.7,N,N,0.4,0.7,34847,3602,50190,3885,57747,4591,20041,2750,47054,2335,58013,3595,N,N,26188,2716,29.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.6,(X)
310M100US19100,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",2274493,9009,1572701,11270,1141354,11014,701792,10782,5.8,0.3,3.9,0.3,1.3,0.2,11.5,0.7,4.8,0.3,3.3,0.3,1.8,0.2,8.7,0.6,10.4,0.3,8.8,0.3,5.6,0.4,15.0,0.7,10.5,0.4,9.5,0.4,7.5,0.4,13.3,0.7,14.1,0.4,13.1,0.5,11.4,0.5,16.4,0.7,18.9,0.4,18.8,0.5,19.4,0.6,17.5,0.7,12.2,0.4,13.7,0.4,16.1,0.6,7.9,0.6,13.6,0.4,16.5,0.5,20.8,0.6,6.1,0.5,5.0,0.2,6.2,0.3,8.3,0.4,2.1,0.3,4.7,0.2,6.0,0.2,7.9,0.3,1.6,0.2,54449,761,63511,880,79222,1142,36067,650,74372,773,84328,880,99412,1133,48819,961,28.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.9,(X)
310M100US19140,19140,"Dalton, GA Metro Area",48349,1889,36648,1818,27373,1887,11701,1313,6.1,1.8,5.5,1.8,3.1,1.8,11.7,5.5,7.6,2.2,6.0,2.3,3.2,1.9,15.7,6.5,17.3,3.0,15.5,3.2,12.6,3.8,25.6,8.3,13.7,2.7,11.4,2.8,11.0,3.1,17.9,4.8,14.4,2.6,14.3,2.9,14.4,3.5,11.4,4.9,22.4,3.5,26.2,4.1,29.7,4.8,7.6,4.2,8.9,2.0,10.8,2.4,12.9,3.2,3.8,2.8,7.0,2.1,7.2,2.1,9.2,2.9,4.4,3.9,1.2,0.6,1.2,0.7,1.6,0.9,1.1,1.4,1.6,0.8,1.8,1.1,2.2,1.4,0.8,1.2,39476,3973,47564,4628,52170,2458,22378,5018,51569,3319,55515,4129,N,N,34585,6206,30.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.6,(X)
310M100US19180,19180,"Danville, IL Metro Area",31332,1123,21017,1496,N,N,10315,1338,10.2,2.7,8.0,3.5,N,N,16.5,5.0,6.4,2.3,5.2,3.3,N,N,8.9,3.2,16.4,3.0,12.6,3.8,N,N,27.0,5.4,12.6,2.5,12.7,2.9,N,N,12.9,4.1,17.3,2.8,17.1,3.3,N,N,16.7,4.4,19.0,2.6,21.0,3.4,N,N,12.2,4.1,11.2,2.6,14.1,3.6,N,N,3.7,3.7,5.1,1.2,6.8,1.9,N,N,1.6,1.8,1.3,0.8,1.7,1.1,N,N,0.4,0.7,0.5,0.5,0.7,0.8,N,N,0.0,1.6,38167,1981,45396,4387,59069,4823,23548,4068,47050,3647,53932,5339,N,N,30393,3216,30.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.5,(X)
310M100US19260,19260,"Danville, VA Metro Area",45278,1771,31358,1846,20592,1826,13920,1878,9.6,1.9,7.1,2.1,3.2,1.8,17.5,4.6,9.5,2.0,6.9,2.3,2.7,1.7,14.9,5.0,16.5,2.8,13.9,3.1,12.7,3.8,23.5,5.4,13.2,2.5,12.5,2.9,11.8,3.1,15.0,4.6,17.2,3.0,17.5,3.6,17.5,3.8,15.5,4.5,18.6,2.7,22.0,3.6,26.4,4.9,9.9,3.5,8.2,1.7,10.8,2.2,13.7,2.9,2.4,1.7,5.2,1.4,7.5,2.0,9.6,2.8,0.5,0.8,1.3,0.8,1.0,0.7,1.2,1.0,0.4,0.7,0.7,0.5,0.8,0.6,1.2,0.9,0.4,0.7,35964,3126,42637,3255,51436,4410,21763,3097,44877,2336,51063,3085,N,N,28185,2673,27.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.3,(X)
310M100US19300,19300,"Daphne-Fairhope-Foley, AL Micro Area",68096,3456,48021,3137,N,N,20075,2075,7.4,1.7,4.4,1.6,N,N,15.6,4.4,5.5,1.7,3.5,1.4,N,N,11.1,4.2,12.3,2.1,8.2,1.9,N,N,22.5,5.6,10.1,1.7,8.8,2.0,N,N,12.9,3.9,17.1,3.0,17.6,3.8,N,N,16.1,4.3,19.9,3.3,23.0,4.0,N,N,12.3,3.4,11.1,2.3,13.7,2.9,N,N,3.5,1.9,8.5,1.7,10.3,2.2,N,N,3.5,2.5,4.2,1.1,5.5,1.5,N,N,1.1,1.1,3.9,1.2,5.0,1.4,N,N,1.4,1.8,47502,2902,56784,3000,62924,3551,25565,3734,64806,4225,74045,4180,N,N,40740,8685,30.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.9,(X)
310M100US19340,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",154889,2581,101636,2924,77387,2881,53253,2712,6.9,0.9,5.2,1.3,1.3,0.7,12.1,2.0,5.3,0.8,2.5,0.8,1.1,0.5,11.1,2.0,12.6,1.3,9.0,1.4,5.4,1.3,20.3,3.0,12.7,1.2,11.5,1.4,8.9,1.4,15.2,2.2,15.9,1.4,14.2,1.6,14.2,1.8,18.3,2.6,18.2,1.2,19.5,1.8,21.6,2.0,14.1,2.3,12.6,1.3,16.3,1.8,19.5,2.0,5.4,1.4,10.2,1.0,14.6,1.5,18.4,1.9,1.4,0.6,2.8,0.7,3.7,0.9,4.9,1.2,0.9,0.8,2.7,0.5,3.5,0.7,4.6,1.0,1.1,0.7,46310,1263,59404,2754,71225,3014,29248,2161,62186,2362,74220,3589,86956,4332,37269,2713,28.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.2,(X)
310M100US19380,19380,"Dayton, OH Metro Area",342919,4117,216739,4867,155175,4069,126180,4933,9.2,0.8,6.8,1.0,2.2,0.6,14.5,1.6,5.4,0.7,2.9,0.6,1.0,0.4,10.2,1.3,13.6,1.0,9.2,1.0,6.5,1.1,21.2,1.9,12.1,0.8,10.5,1.1,8.5,1.1,15.2,1.3,15.6,0.8,15.7,1.1,14.8,1.2,15.1,1.5,19.0,1.1,21.5,1.5,24.5,1.7,14.0,1.6,11.6,0.8,14.7,1.1,17.8,1.4,5.7,1.1,9.2,0.7,12.5,0.9,16.2,1.3,3.2,0.7,2.6,0.3,3.8,0.5,5.1,0.7,0.5,0.2,1.7,0.3,2.5,0.5,3.3,0.7,0.4,0.3,43832,1179,54415,1719,67081,1964,27476,1367,56689,1249,67114,1528,79482,2020,37162,1820,23.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),23.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.2,(X)
310M100US19460,19460,"Decatur, AL Metro Area",57902,1806,40851,2356,N,N,17051,1839,8.5,2.1,4.5,1.8,N,N,20.3,5.9,5.6,1.5,2.4,1.2,N,N,13.7,4.2,13.9,2.4,11.4,2.6,N,N,19.7,4.8,14.1,2.5,13.6,2.9,N,N,15.5,4.8,15.4,2.9,15.5,3.5,N,N,14.5,4.9,19.8,2.5,23.9,3.4,N,N,8.6,3.4,10.3,2.0,12.2,2.6,N,N,5.3,2.9,8.6,1.7,11.2,2.4,N,N,2.0,1.8,2.6,1.0,3.6,1.4,N,N,0.4,0.7,1.1,0.6,1.6,0.9,N,N,0.0,1.0,42172,4474,51922,3105,63290,5843,21916,4258,54887,3791,64383,5381,N,N,30388,3403,26.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),18.0,(X)
310M100US19500,19500,"Decatur, IL Metro Area",45624,1351,28024,1847,N,N,17600,1610,8.4,1.9,5.4,2.2,N,N,14.8,4.0,7.8,2.1,3.5,1.6,N,N,15.0,4.6,14.8,2.4,11.6,2.8,N,N,20.3,4.3,12.6,2.2,12.1,3.3,N,N,13.6,3.5,15.9,2.4,14.8,2.5,N,N,17.3,4.4,16.6,2.2,19.8,3.0,N,N,9.8,3.0,12.9,2.0,16.2,3.0,N,N,7.2,3.3,7.7,1.3,11.4,1.9,N,N,1.5,1.1,1.4,0.6,2.1,1.0,N,N,0.3,0.4,1.9,0.7,3.0,1.1,N,N,0.3,0.5,40919,2829,52578,5524,65938,4153,24922,2678,53597,3419,64738,4193,N,N,34502,5168,27.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),27.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.7,(X)
310M100US19660,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",190757,4849,120242,4849,93829,4166,70515,3795,8.8,1.1,5.6,1.2,2.1,0.9,15.2,2.1,7.5,1.0,2.9,0.7,1.3,0.6,15.4,2.2,12.4,1.4,8.8,1.6,6.5,1.4,19.1,2.4,12.8,1.1,11.4,1.4,11.1,1.6,15.4,2.0,17.0,1.4,17.8,1.9,17.1,2.2,15.1,2.3,18.9,1.5,22.8,2.3,25.3,2.8,11.8,2.3,9.8,1.2,13.5,1.8,15.8,2.0,3.5,1.1,8.7,1.1,11.8,1.7,14.2,2.1,2.7,1.0,2.1,0.6,3.1,0.8,3.8,1.0,0.5,0.3,2.0,0.5,2.4,0.7,2.8,0.9,1.2,0.7,41556,1532,53202,2761,61476,2337,25236,2254,54329,1772,64959,2509,72706,2679,34728,2273,32.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.7,(X)
310M100US19740,19740,"Denver-Aurora-Broomfield, CO Metro Area",1001253,5431,637538,8193,478786,7753,363715,8136,6.3,0.4,4.1,0.4,1.4,0.3,11.3,0.8,4.5,0.4,2.4,0.3,1.3,0.3,8.5,0.9,9.4,0.5,6.7,0.5,4.2,0.4,14.8,1.0,9.7,0.5,7.7,0.6,6.1,0.6,13.3,0.9,13.2,0.6,12.1,0.6,10.6,0.7,15.2,0.9,18.1,0.6,18.0,0.6,17.8,0.8,18.0,1.1,13.3,0.5,15.1,0.7,17.0,0.9,9.3,0.7,14.8,0.5,18.8,0.7,22.9,0.9,6.7,0.6,5.6,0.4,7.8,0.5,9.5,0.6,1.6,0.4,5.2,0.3,7.2,0.5,9.1,0.6,1.3,0.3,58732,1380,73198,1731,86180,1416,36827,1125,77765,1120,92590,1581,106519,1973,48928,1268,24.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),25.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.4,(X)
310M100US19780,19780,"Des Moines-West Des Moines, IA Metro Area",223767,2700,147348,4081,113313,4064,76419,3805,5.0,0.7,3.4,0.7,0.7,0.3,10.2,1.7,4.3,0.6,2.1,0.6,1.2,0.6,8.4,1.6,10.0,1.1,5.7,0.9,3.5,0.7,18.8,2.3,10.6,1.1,8.6,1.3,6.4,1.3,15.9,2.0,15.6,1.1,13.8,1.2,11.4,1.2,18.7,2.5,19.4,1.1,20.9,1.4,22.0,1.5,15.4,2.0,13.9,1.2,17.1,1.5,19.3,1.8,6.4,1.6,13.7,1.1,18.1,1.6,22.6,2.0,4.3,1.2,4.6,0.6,6.1,0.8,7.5,1.1,1.2,0.7,3.1,0.5,4.3,0.7,5.4,1.0,0.8,0.6,54685,1978,68600,2294,80344,2132,32281,1813,69886,1737,82836,2595,94517,3356,41792,2155,24.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),24.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.3,(X)
310M100US19820,19820,"Detroit-Warren-Livonia, MI Metro Area",1655395,7527,1080893,11483,760034,10203,574502,10571,8.6,0.3,5.6,0.3,1.9,0.2,15.3,0.7,5.9,0.3,3.9,0.3,1.7,0.2,10.2,0.6,12.0,0.4,8.4,0.4,5.0,0.4,18.8,0.8,10.6,0.4,9.0,0.4,6.8,0.4,13.8,0.6,14.2,0.4,13.9,0.5,13.3,0.6,14.7,0.7,18.4,0.4,19.8,0.6,21.3,0.7,15.2,0.7,11.7,0.4,14.2,0.6,17.3,0.7,6.5,0.4,11.5,0.4,15.3,0.5,19.8,0.7,3.6,0.4,4.1,0.2,5.7,0.3,7.6,0.5,0.9,0.2,3.0,0.2,4.1,0.2,5.4,0.3,0.9,0.2,48198,617,60602,625,75078,975,28758,847,64299,605,76714,902,91509,1212,39126,819,30.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.3,(X)
310M100US20020,20020,"Dothan, AL Metro Area",58581,1502,41552,1690,29489,1664,17029,1313,10.8,1.4,6.6,1.6,1.6,0.9,21.6,3.2,7.3,1.2,4.5,1.3,2.3,0.9,15.0,3.1,14.8,1.9,11.0,1.9,7.7,2.1,26.4,4.4,12.6,2.0,12.0,2.5,10.7,2.6,12.2,2.9,16.9,2.0,18.6,2.6,17.1,2.8,13.0,2.6,16.8,2.0,19.7,2.6,24.1,3.6,8.5,2.2,9.7,1.4,13.1,1.9,17.4,2.6,1.3,0.9,8.4,1.4,11.0,1.8,14.2,2.3,1.5,0.7,1.5,0.5,2.0,0.7,2.7,1.0,0.4,0.4,1.1,0.4,1.5,0.6,2.1,0.8,0.1,0.2,38638,1792,47089,3150,60223,2347,20588,1692,49922,1959,58815,2550,70276,3038,26605,1927,32.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.2,(X)
