Id,Id2,Geography,GEOGRAPHIC AREA CODES - Place (FIPS),GEOGRAPHIC AREA CODES - Place Size Code,AREA CHARACTERISTICS - Area (Land),Land Area (square miles),AREA CHARACTERISTICS - Area (Water),AREA CHARACTERISTICS - Functional Status Code,2010 Population,Population Density (persons / sq. mile), Housing Unit Count,Housing Density
1600000US2516840,2516840,"Devens CDP, Massachusetts",16840,10,17496459,6.755420875,233887,S,1840,272.3738512,151,22.35241931
1600000US1983055,1983055,"Webster city, Iowa",83055,3,837004,0.323169065,0,A,88,272.3032913,50,154.7177791
1600000US1978195,1978195,"Tingley city, Iowa",78195,4,1750540,0.675887301,5415,A,184,272.2347344,94,139.0764404
1600000US2981178,2981178,"Wyatt city, Missouri",81178,7,3035014,1.171825507,146256,A,319,272.2248306,164,139.9525775
1600000US3057950,3057950,"Pioneer Junction CDP, Montana",57950,8,9124800,3.523105126,0,S,959,272.2030611,449,127.4443946
1600000US2719556,2719556,"Erhard city, Minnesota",19556,4,1408316,0.543753871,44823,A,148,272.1819705,70,128.7347158
1600000US1953265,1953265,"Monmouth city, Iowa",53265,4,1456159,0.562226157,0,A,153,272.1324828,69,122.7264138
1600000US0551290,551290,"Oden town, Arkansas",51290,5,2208174,0.852580784,59009,A,232,272.1149764,101,118.4638475
1600000US5605625,5605625,"Bear River town, Wyoming",5625,8,4930326,1.903609592,0,A,518,272.1146196,190,99.81038171
1600000US2644440,2644440,"Lake Angelus city, Michigan",44440,6,2760435,1.065809957,1469859,A,290,272.093536,151,141.6762894
1600000US4280336,4280336,"Virginville CDP, Pennsylvania",80336,7,2941922,1.135882483,11413,S,309,272.0351838,142,125.0129324
1600000US2612000,2612000,"Burt CDP, Michigan",12000,9,11692588,4.514533658,18850,S,1228,272.0103765,451,99.89957638
1600000US5302620,5302620,"Arlington Heights CDP, Washington",2620,11,21749018,8.397343154,0,S,2284,271.9907902,832,99.07895685
1600000US2925066,2925066,"Forest City city, Missouri",25066,6,2552030,0.985344334,0,A,268,271.9861381,147,149.1864265
1600000US1749347,1749347,"Mill Shoals village, Illinois",49347,5,2047441,0.790521423,0,A,215,271.9723889,115,145.4736034
1600000US3669364,3669364,"South Lima CDP, New York",69364,5,2286597,0.882860075,0,S,240,271.8437573,101,114.4009145
1600000US3028450,3028450,"Fort Peck town, Montana",28450,5,2221194,0.857607834,0,A,233,271.6859509,110,128.2637536
1600000US1707315,1707315,"Boody CDP, Illinois",7315,6,2631260,1.015935209,0,S,276,271.6708679,124,122.0550276
1600000US5654402,5654402,"Moose Wilson Road CDP, Wyoming",54402,10,17366418,6.705211762,718162,S,1821,271.5797897,1371,204.4678153
1600000US0180064,180064,"Waterloo town, Alabama",80064,5,1936032,0.747506166,140050,A,203,271.5696662,152,203.3428043
1600000US1937470,1937470,"Hudson city, Iowa",37470,11,21765307,8.403632372,183181,A,2282,271.5492419,931,110.7854269
1600000US0180928,180928,"West Blocton town, Alabama",80928,9,11828380,4.566963245,62164,A,1240,271.5152134,576,126.1231959
1600000US0860600,860600,"Poncha Springs town, Colorado",60600,8,7030718,2.714575512,0,A,737,271.4973287,362,133.3541832
1600000US0561940,561940,"St. Charles town, Arkansas",61940,5,2195176,0.847562228,23039,A,230,271.3665055,155,182.8774276
1600000US5606770,5606770,"Big Horn CDP, Wyoming",6770,7,4677284,1.805909525,0,S,490,271.3314223,209,115.7311577
1600000US1711982,1711982,"Cedar Point village, Illinois",11982,6,2644300,1.020969981,0,A,277,271.3106213,137,134.1861196
1600000US1222560,1222560,"Flagler Estates CDP, Florida",22560,12,30699724,11.85323021,218128,S,3215,271.2340808,1307,110.2653013
1600000US1266925,1266925,"Sopchoppy city, Florida",66925,7,4364417,1.685110896,0,A,457,271.1987686,268,159.0399781
1600000US2487000,2487000,"Worton CDP, Maryland",87000,5,2378461,0.918328965,60463,S,249,271.1446654,117,127.4053247
1600000US4757480,4757480,"Pegram town, Tennessee",57480,11,19993240,7.719433449,0,A,2093,271.1338875,832,107.7799304
1600000US1338866,1338866,"Hilltop CDP, Georgia",38866,6,2502863,0.966360848,56741,S,262,271.1202555,129,133.4905075
1600000US2922672,2922672,"Ethel town, Missouri",22672,3,592395,0.228724998,1167,A,62,271.0678787,54,236.0913782
1600000US5330060,5330060,"Hatton town, Washington",30060,4,965033,0.37260134,0,A,101,271.0671946,40,107.3533444
1600000US1774457,1774457,"Tamms village, Illinois",74457,8,6038702,2.331555976,0,A,632,271.0636186,293,125.6671523
1600000US2914914,2914914,"Climax Springs village, Missouri",14914,4,1184834,0.457466984,0,A,124,271.0578123,60,131.157006
1600000US5488708,5488708,"Worthington town, West Virginia",88708,4,1509939,0.582990732,40104,A,158,271.0163152,82,140.654037
1600000US3631137,3631137,"Guilford CDP, New York",31137,7,3459537,1.33573476,305621,S,362,271.0118886,192,143.7411122
1600000US0620228,620228,"Dunnigan CDP, California",20228,9,13535327,5.226019194,0,S,1416,270.9519325,558,106.773431
1600000US3029350,3029350,"Frenchtown CDP, Montana",29350,10,17445914,6.73590534,103983,S,1825,270.9361115,677,100.506163
1600000US1987375,1987375,"Yetter city, Iowa",87375,3,325277,0.125590157,0,A,34,270.7218525,20,159.2481485
1600000US0603330,603330,"Avilla Beach CDP, California",3330,10,15567173,6.010519354,45209,S,1627,270.6920824,1093,181.8478464
1600000US4923750,4923750,"Escalante city, Utah",23750,8,7626079,2.944445689,751,A,797,270.6791309,420,142.6414492
1600000US0651622,651622,"Norris Canyon CDP, California",51622,8,9158062,3.535947657,0,S,957,270.6488028,277,78.33826371
1600000US3268350,3268350,"Spanish Springs CDP, Nevada",68350,14,144156009,55.65894861,855173,S,15064,270.6483032,5619,100.9541168
1600000US1622960,1622960,"Dubois city, Idaho",22960,8,6483295,2.503214301,9714,A,677,270.452274,265,105.8638887
1600000US4071950,4071950,"Swink CDP, Oklahoma",71950,3,632078,0.244046691,8895,S,66,270.4400533,54,221.2691345
1600000US5551875,5551875,"Milladore village, Wisconsin",51875,6,2643685,1.020732528,0,A,276,270.3940477,114,111.684498
1600000US2079625,2079625,"Wilroads Gardens CDP, Kansas",79625,8,5836098,2.253330131,0,S,609,270.2666562,191,84.76343406
1600000US4003350,4003350,"Atwood town, Oklahoma",3350,3,709300,0.273862273,583,A,74,270.2088143,56,204.482346
1600000US2966476,2966476,"Sedgewickville village, Missouri",66476,4,1658705,0.640429608,0,A,173,270.131171,68,106.1787262
1600000US4570315,4570315,"Summit town, South Carolina",70315,7,3856167,1.488874466,0,A,402,270.0026156,160,107.4637276
1600000US0620298,620298,"Dutch Flat CDP, California",20298,4,1534849,0.592608537,0,S,160,269.9927354,138,232.8687343
1600000US1952995,1952995,"Modale city, Iowa",52995,6,2715092,1.048302927,0,A,283,269.9601354,146,139.27272
1600000US0275077,275077,"Tanaina CDP, Alaska",75077,13,78683356,30.37981489,1255269,S,8197,269.8173123,2879,94.76687105
1600000US0815330,815330,"Coal Creek town, Colorado",15330,7,3294203,1.271898943,0,A,343,269.675513,160,125.7961577
1600000US0552940,552940,"Ozan town, Arkansas",52940,3,816386,0.31520841,2519,A,85,269.6628556,54,171.3152259
1600000US0121136,121136,"Dora city, Alabama",21136,11,19450621,7.509927073,22563,A,2025,269.6430978,959,127.6976448
1600000US4840456,4840456,"Lake Brownwood CDP, Texas",40456,10,14717083,5.682297756,2754539,S,1532,269.6092436,973,171.233547
1600000US3842180,3842180,"Kensal city, North Dakota",42180,4,1566082,0.604667666,0,A,163,269.5695653,83,137.2654842
1600000US0522360,522360,"Evening Shade city, Arkansas",22360,7,4151619,1.602949126,0,A,432,269.5032507,222,138.494726
1600000US4506490,4506490,"Blackville town, South Carolina",6490,11,23134781,8.932389262,264184,A,2406,269.3568237,1166,130.5361831
1600000US4548737,4548737,"Mulberry CDP, South Carolina",48737,8,5087775,1.964400993,44999,S,529,269.2932868,230,117.0840377
1600000US2926218,2926218,"Gainesville city, Missouri",26218,8,7437079,2.871472377,0,A,773,269.1998732,406,141.3908778
1600000US0603205,603205,"Auburn Lake Trails CDP, California",3205,12,32963727,12.72736669,56719,S,3426,269.1837269,1486,116.7562809
1600000US3941500,3941500,"Lake Seneca CDP, Ohio",41500,7,4476116,1.728238123,154975,S,465,269.060145,288,166.6437027
1600000US3726740,3726740,"Godwin town, North Carolina",26740,4,1338375,0.516749498,1165,A,139,268.9891338,60,116.1104175
1600000US5355015,5355015,"Point Roberts CDP, Washington",55015,9,12652231,4.885053908,22057,S,1314,268.9837256,2068,423.3320735
1600000US2753782,2753782,"Remer city, Minnesota",53782,7,3563737,1.375966607,0,A,370,268.9018746,208,151.1664593
1600000US4971255,4971255,"South Willard CDP, Utah",71255,10,15138705,5.845086927,0,S,1571,268.7727351,501,85.71301099
1600000US2965162,2965162,"St. Thomas town, Missouri",65162,6,2534969,0.978757044,0,A,263,268.7081554,100,102.1704013
1600000US4764160,4764160,"Rockford city, Tennessee",64160,8,8253840,3.186825576,57187,A,856,268.6058523,387,121.4374589
1600000US2866080,2866080,"Schlater town, Mississippi",66080,7,2989233,1.154149363,0,A,310,268.5960847,132,114.3699457
1600000US4936400,4936400,"Hooper city, Utah",36400,13,69618500,26.87985427,162146993,A,7218,268.5282415,2156,80.20876819
1600000US3346980,3346980,"Melvin Village CDP, New Hampshire",46980,5,2324484,0.897488328,12616,S,241,268.527169,274,305.2964494
1600000US4937170,4937170,"Hurricane city, Utah",37170,14,132604535,51.19889938,2254684,A,13748,268.5213973,5461,106.6624491
1600000US0834520,834520,"Hartman town, Colorado",34520,3,781286,0.301656224,0,A,81,268.5175825,48,159.1215304
1600000US1960915,1960915,"Packwood city, Iowa",60915,5,1967754,0.759754099,0,A,204,268.5079293,96,126.3566726
1600000US1575950,1575950,"Waikapu CDP, Hawaii",75950,12,28604221,11.04415194,51788,S,2965,268.4678747,909,82.30600274
1600000US2837040,2837040,"Jumpertown town, Mississippi",37040,7,4632430,1.788591298,2023,A,480,268.3676256,218,121.88363
1600000US1361320,1361320,"Pineview town, Georgia",61320,8,5048247,1.949139147,13773,A,523,268.3235832,218,111.8442469
1600000US0449360,449360,"New River CDP, Arizona",49360,14,144389350,55.74904208,28824,S,14952,268.2019178,6273,112.5221128
1600000US3731440,3731440,"High Shoals town, North Carolina",31440,8,6721613,2.595229399,144344,A,696,268.1843849,308,118.6792968
1600000US0503040,503040,"Avoca town, Arkansas",3040,7,4713641,1.819947042,2267,A,488,268.1396704,197,108.2449079
1600000US5304790,5304790,"Bay View CDP, Washington",4790,8,6726558,2.597138674,0,S,696,267.9872303,327,125.9077936
1600000US3811180,3811180,"Butte city, North Dakota",11180,3,657217,0.253752913,0,A,68,267.9772191,84,331.0306824
1600000US1747449,1747449,"Mason town, Illinois",47449,7,3334448,1.287437625,12819,A,345,267.9741474,155,120.3941822
1600000US0143264,143264,"Lineville city, Alabama",43264,11,23152210,8.939118637,179580,A,2395,267.9235054,1119,125.1801263
1600000US1208700,1208700,"Bronson town, Florida",8700,9,10759960,4.154443959,230946,A,1113,267.9058885,498,119.8716374
1600000US0112160,112160,"Carolina town, Alabama",12160,6,2871453,1.108674249,20504,A,297,267.8875245,126,113.6492528
1600000US4037100,4037100,"Inola town, Oklahoma",37100,10,17287798,6.674856409,168855,A,1788,267.8709309,726,108.7663847
1600000US1814032,1814032,"Coalmont CDP, Indiana",14032,7,3887628,1.501021626,8309,S,402,267.8175937,186,123.915603
1600000US5171810,5171810,"Shenandoah Farms CDP, Virginia",71810,12,29331622,11.32500305,390945,S,3033,267.8144974,1396,123.267075
1600000US3773460,3773460,"White Plains CDP, North Carolina",73460,9,10387423,4.010606613,51386,S,1074,267.789914,490,122.1760315
1600000US4723660,4723660,"Elkton city, Tennessee",23660,8,5591068,2.158723515,0,A,578,267.750824,275,127.3900979
1600000US1371660,1371660,"Social Circle city, Georgia",71660,12,41233716,15.92042743,379236,A,4262,267.7063803,1737,109.1051109
1600000US5329255,5329255,"Hamilton town, Washington",29255,7,2912939,1.124692084,0,A,301,267.6288065,141,125.3676469
1600000US0609990,609990,"Calpella CDP, California",9990,8,6572043,2.537480096,61561,S,679,267.5883058,272,107.192959
1600000US3627969,3627969,"Gainesville village, New York",27969,5,2216770,0.855899718,0,A,229,267.5547089,112,130.8564515
1600000US1848384,1848384,"Memphis CDP, Indiana",48384,8,6727874,2.597646784,59270,S,695,267.5498471,303,116.6440341
1600000US5106424,5106424,"Belspring CDP, Virginia",6424,6,2478361,0.956900573,10104,S,256,267.5304074,121,126.4499191
1600000US0117968,117968,"County Line town, Alabama",17968,6,2498982,0.964862385,0,A,258,267.3956451,118,122.297233
1600000US1775159,1775159,"Thompsonville village, Illinois",75159,8,5259737,2.030795896,41481,A,543,267.3828528,258,127.0437864
1600000US5550000,5550000,"Mattoon village, Wisconsin",50000,7,4242977,1.638222648,0,A,438,267.3629256,194,118.4210218
1600000US1745993,1745993,"Madison city, Illinois",45993,12,37694108,14.55377708,6814640,A,3891,267.3532773,1894,130.1380383
1600000US5109208,5109208,"Branchville town, Virginia",9208,4,1105597,0.426873406,0,A,114,267.058098,52,121.8159745
1600000US4842874,4842874,"Lindsay CDP, Texas",42874,6,2628244,1.014770725,0,S,271,267.0553982,116,114.3115358
1600000US3937422,3937422,"Irondale village, Ohio",37422,7,3753513,1.449239533,69349,A,387,267.0366017,165,113.8528147
1600000US1531100,1531100,"Kaunakakai CDP, Hawaii",31100,12,33224681,12.8281216,9371556,S,3425,266.9915446,1533,119.5030768
1600000US3540220,3540220,"La Union CDP, New Mexico",40220,9,10729083,4.142522282,0,S,1106,266.9870974,408,98.49071948
1600000US0253820,253820,"Newtok CDP, Alaska",53820,7,3435526,1.326464061,306524,S,354,266.8749274,72,54.27964626
1600000US2750056,2750056,"Pease city, Minnesota",50056,5,2348643,0.906816171,7955,A,242,266.8677598,93,102.5566184
1600000US4210240,4210240,"Burlington borough, Pennsylvania",10240,4,1514738,0.584843636,37247,A,156,266.7379626,70,119.6901114
1600000US5379485,5379485,"Wishram CDP, Washington",79485,7,3321018,1.282252273,0,S,342,266.7181858,176,137.2584816
1600000US3812260,3812260,"Carpio city, North Dakota",12260,4,1524857,0.588750604,0,A,157,266.666393,83,140.9765007
1600000US1505900,1505900,"Discovery Harbour CDP, Hawaii",5900,8,9218124,3.559137726,0,S,949,266.6376165,563,158.1843816
1600000US4849440,4849440,"Morse CDP, Texas",49440,4,1428023,0.551362786,0,S,147,266.6121176,69,125.1444634
1600000US1503850,1503850,"Captain Cook CDP, Hawaii",3850,12,33311414,12.8616094,0,S,3429,266.6073812,1386,107.7625635
1600000US5455372,5455372,"Montcalm CDP, West Virginia",55372,8,7053120,2.723224972,36566,S,726,266.5956751,323,118.6093706
1600000US4825352,4825352,"Falcon Mesa CDP, Texas",25352,7,3934613,1.519162637,5032539,S,405,266.5942343,392,258.0368885
1600000US3140430,3140430,"Prosser village, Nebraska",40430,3,641234,0.247581842,0,A,66,266.5785158,40,161.5627368
1600000US4286712,4286712,"Wylandville CDP, Pennsylvania",86712,7,3799224,1.46688865,0,S,391,266.5505661,174,118.6184105
1600000US4200764,4200764,"Alfarata CDP, Pennsylvania",764,4,1447797,0.558997571,0,S,149,266.5485645,66,118.0684916
1600000US5484916,5484916,"Waverly CDP, West Virginia",84916,7,3838793,1.482166327,937,S,395,266.5018041,186,125.4919888
1600000US3110180,3110180,"Comstock village, Nebraska",10180,3,903859,0.348981926,0,A,93,266.4894458,83,237.8346667
1600000US2026050,2026050,"Gem city, Kansas",26050,3,855389,0.330267553,0,A,88,266.4506371,43,130.1974704
1600000US5178532,5178532,"Thynedale CDP, Virginia",78532,4,1915065,0.739410762,0,S,197,266.4283646,85,114.956401
1600000US1213400,1213400,"Coleman city, Florida",13400,8,6834149,2.638679793,0,A,703,266.4211102,334,126.5784507
1600000US2708218,2708218,"Brownsville city, Minnesota",8218,7,4532024,1.749824324,481230,A,466,266.3124485,280,160.0160635
1600000US0123488,123488,"Elkmont town, Alabama",23488,7,4221002,1.629738053,28880,A,434,266.3004642,201,123.3327035
1600000US3915588,3915588,"Clay Center village, Ohio",15588,6,2684753,1.036588973,0,A,276,266.2578971,114,109.9760879
1600000US3286200,3286200,"Zephyr Cove CDP, Nevada",86200,8,5496044,2.122034542,317957,S,565,266.2539128,663,312.4360074
1600000US5351830,5351830,"Orient CDP, Washington",51830,4,1118719,0.431939839,0,S,115,266.2407808,63,145.8536451
1600000US3805980,3805980,"Benedict city, North Dakota",5980,3,642150,0.247935512,0,A,66,266.1982527,35,141.1657401
1600000US3123270,3123270,"Howard City village, Nebraska",23270,4,1838951,0.710022981,1778,A,189,266.1885673,100,140.8405118
1600000US3725020,3725020,"Frisco CDP, North Carolina",25020,5,1946491,0.751544409,66570,S,200,266.118672,364,484.3359831
1600000US2023650,2023650,"Fontana city, Kansas",23650,5,2180446,0.841874943,5626,A,224,266.0727723,84,99.7772896
1600000US2771788,2771788,"Wrenshall city, Minnesota",71788,7,3885780,1.50030811,0,A,399,265.9453731,160,106.6447612
1600000US1774665,1774665,"Tennessee village, Illinois",74665,4,1120135,0.43248656,0,A,115,265.9042169,71,164.1669513
1600000US0656798,656798,"Peters CDP, California",56798,8,6545837,2.527361903,15743,S,672,265.8898986,220,87.04728822
1600000US2924120,2924120,"Fidelity town, Missouri",24120,6,2503864,0.966747336,0,A,257,265.8398843,117,121.0243831
1600000US2124346,2124346,"Elk Creek CDP, Kentucky",24346,10,14994398,5.78936968,158523,S,1539,265.8320482,565,97.59266227
1600000US4953560,4953560,"Naples city, Utah",53560,10,17103363,6.603645654,0,A,1755,265.7622913,598,90.55604
1600000US0455880,455880,"Pinetop Country Club CDP, Arizona",55880,10,17485775,6.751295759,0,S,1794,265.7267677,3789,561.2255981
1600000US1981345,1981345,"Volga city, Iowa",81345,5,2027418,0.782790499,0,A,208,265.7160507,107,136.6904684
1600000US2927514,2927514,"Glenwood village, Missouri",27514,4,1910660,0.737709982,7577,A,196,265.6870652,98,132.8435326
1600000US1210100,1210100,"Canal Point CDP, Florida",10100,7,3577653,1.381339605,0,S,367,265.684122,182,131.7561586
1600000US2622520,2622520,"Dollar Bay CDP, Michigan",22520,9,10547797,4.072527363,1445371,S,1082,265.6826839,489,120.0728581
1600000US1356308,1356308,"North High Shoals town, Georgia",56308,8,6357169,2.454516778,99245,A,652,265.6327331,199,81.07502129
1600000US1834366,1834366,"Holton town, Indiana",34366,7,4680595,1.80718791,0,A,480,265.6060266,199,110.1158319
1600000US4812736,4812736,"Carbon town, Texas",12736,6,2653151,1.024387372,0,A,272,265.524554,146,142.5242091
1600000US2125876,2125876,"Ezel CDP, Kentucky",25876,5,2292715,0.885222248,11298,S,235,265.4700562,97,109.5770019
1600000US5570815,5570815,"St. Joseph CDP, Wisconsin",70815,8,4910170,1.895827317,0,S,503,265.3195234,164,86.50576905
1600000US5581725,5581725,"Union Center village, Wisconsin",81725,5,1952411,0.753830134,0,A,200,265.3117607,109,144.5949096
1600000US5510475,5510475,"Browntown village, Wisconsin",10475,6,2733769,1.055514157,0,A,280,265.2735619,116,109.8990471
1600000US4703078,4703078,"Baneberry city, Tennessee",3078,7,4710573,1.818762481,1197,A,482,265.0153635,249,136.906277
1600000US3744100,3744100,"Montreat town, North Carolina",44100,8,7067248,2.728679824,7754,A,723,264.963296,666,244.0740735
1600000US1757693,1757693,"Parkersburg village, Illinois",57693,4,1945501,0.751162168,0,A,199,264.9228204,93,123.8081522
1600000US0173080,173080,"Stevenson city, Alabama",73080,11,20004305,7.72370567,1053473,A,2046,264.8987529,1041,134.779864
1600000US0176680,176680,"Trafford town, Alabama",76680,8,6316531,2.438826357,0,A,646,264.8815066,308,126.2902539
1600000US3103040,3103040,"Barada village, Nebraska",3040,2,234679,0.090610072,0,A,24,264.8712156,14,154.5082091
1600000US4163660,4163660,"Roseburg North CDP, Oregon",63660,13,57836422,22.33076833,958513,S,5912,264.7468243,2883,129.10438
1600000US4046300,4046300,"Mannsville town, Oklahoma",46300,8,8442962,3.259845992,61702,A,863,264.736433,379,116.2631612
1600000US0407380,407380,"Bowie CDP, Arizona",7380,7,4393140,1.696200909,0,S,449,264.7092084,256,150.9255175
1600000US2708416,2708416,"Buckman city, Minnesota",8416,6,2641823,1.020013606,0,A,270,264.7023514,105,102.9398033
1600000US4701640,4701640,"Ardmore city, Tennessee",1640,9,11873179,4.584260236,18261,A,1213,264.6010343,542,118.2306353
1600000US0608828,608828,"Buena Vista CDP, California",8828,7,4200313,1.621749985,0,S,429,264.5290606,218,134.4226928
1600000US4861040,4861040,"Redfield CDP, Texas",61040,7,4318007,1.667191894,12278,S,441,264.5166411,206,123.5610614
1600000US2948980,2948980,"Missouri City city, Missouri",48980,6,2614537,1.009478422,326359,A,267,264.4930234,133,131.7512064
1600000US0156400,156400,"Odenville town, Alabama",56400,12,35106854,13.55483269,195665,A,3585,264.481317,1476,108.8910527
1600000US5342380,5342380,"Malott CDP, Washington",42380,7,4769387,1.841470694,0,S,487,264.4625307,221,120.0127706
1600000US1912990,1912990,"Chelsea city, Iowa",12990,6,2614879,1.009610469,0,A,267,264.4584304,111,109.9433924
1600000US5170520,5170520,"Savage Town CDP, Virginia",70520,3,764333,0.295110634,0,S,78,264.3076565,42,142.3195073
1600000US2647100,2647100,"Le Roy village, Michigan",47100,6,2508667,0.968601785,0,A,256,264.2985012,111,114.5981782
1600000US1945480,1945480,"Linn Grove city, Iowa",45480,4,1509430,0.582794206,66340,A,154,264.2442193,93,159.5760545
1600000US3471250,3471250,"Strathmere CDP, New Jersey",71250,4,1548736,0.597970338,418997,S,158,264.227153,447,747.5287176
1600000US5370315,5370315,"Tanner CDP, Washington",70315,9,9978958,3.852897388,471804,S,1018,264.2167433,364,94.47435614
1600000US1369336,1369336,"Scotland city, Georgia",69336,7,3588275,1.385440782,56002,A,366,264.1758527,183,132.0879264
1600000US1968340,1968340,"Rodman city, Iowa",68340,3,441302,0.170387662,0,A,45,264.1036297,25,146.7242387
1600000US4170870,4170870,"Summit CDP, Oregon",70870,3,804345,0.310559354,0,S,82,264.0397044,34,109.4798774
1600000US2665800,2665800,"Port Hope village, Michigan",65800,6,2619562,1.011418586,0,A,267,263.9856571,201,198.7307756
1600000US0171496,171496,"Somerville town, Alabama",71496,8,7106505,2.743837037,9893,A,724,263.8640671,317,115.5316426
1600000US2955424,2955424,"Osgood village, Missouri",55424,3,471264,0.181956055,2336,A,48,263.7999593,31,170.370807
1600000US5107944,5107944,"Blairs CDP, Virginia",7944,8,8998728,3.474428453,122436,S,916,263.6404843,413,118.8684716
1600000US0121280,121280,"Double Springs town, Alabama",21280,9,10641638,4.108759577,57637,A,1083,263.5832006,461,112.1993125
1600000US2079550,2079550,"Wilmore city, Kansas",79550,3,520813,0.201087032,0,A,53,263.5674686,34,169.0810176
1600000US2951770,2951770,"New Florence city, Missouri",51770,8,7557917,2.918128192,54873,A,769,263.5250919,302,103.4909984
1600000US4018450,4018450,"Cromwell town, Oklahoma",18450,6,2812060,1.085742482,3891,A,286,263.4142116,127,116.9706464
1600000US4533640,4533640,"Hickory Grove town, South Carolina",33640,7,4326693,1.670545578,0,A,440,263.3870071,187,111.939478
1600000US3108675,3108675,"Chambers village, Nebraska",8675,6,2635537,1.017586568,0,A,268,263.3682563,166,163.1310841
1600000US4229512,4229512,"Glen Campbell borough, Pennsylvania",29512,5,2410355,0.930643308,0,A,245,263.2587565,121,130.0175899
1600000US1934005,1934005,"Hancock city, Iowa",34005,4,1928643,0.744653257,64156,A,196,263.2097532,95,127.5761559
1600000US0660662,660662,"Richvale CDP, California",60662,5,2401175,0.92709889,0,S,244,263.1865949,101,108.9419921
1600000US3922960,3922960,"Dunlap CDP, Ohio",22960,10,16920460,6.533026408,414707,S,1719,263.1246061,682,104.3926593
1600000US2052700,2052700,"Olivet city, Kansas",52700,3,659572,0.254662184,74,A,67,263.0936365,45,176.7046812
1600000US1745525,1745525,"McClure village, Illinois",45525,7,3957544,1.528016346,524,A,402,263.0861908,172,112.5642409
1600000US0463050,463050,"Sanders CDP, Arizona",63050,8,6202877,2.394944301,0,S,630,263.0541344,242,101.0461913
1600000US3144385,3144385,"Seneca village, Nebraska",44385,3,324924,0.125453863,0,A,33,263.044909,46,366.668661
1600000US4252312,4252312,"Mundys Corner CDP, Pennsylvania",52312,10,16260255,6.278119821,0,S,1651,262.9768222,731,116.4361339
1600000US1385128,1385128,"Zebulon city, Georgia",85128,9,11563196,4.464575125,210985,A,1174,262.9589529,511,114.45658
1600000US2716156,2716156,"Doran city, Minnesota",16156,3,541733,0.20916429,0,A,55,262.9511955,27,129.0851323
1600000US0465490,465490,"Sells CDP, Arizona",65490,11,24585685,9.492586452,28206,S,2495,262.8366897,736,77.53418983
1600000US3649605,3649605,"Natural Bridge CDP, New York",49605,7,3598357,1.389333464,0,S,365,262.7159062,159,114.4433673
1600000US2769736,2769736,"West Union city, Minnesota",69736,4,1094697,0.422664893,0,A,111,262.6193988,43,101.7354428
1600000US5676370,5676370,"Thayne town, Wyoming",76370,7,3610120,1.393875184,0,A,366,262.5773127,171,122.6795641
1600000US2001050,2001050,"Alexander city, Kansas",1050,3,641149,0.247549023,0,A,65,262.5742534,42,169.6633637
1600000US0812460,812460,"Catherine CDP, Colorado",12460,5,2249380,0.86849051,0,S,228,262.5244574,101,116.2937289
1600000US3618443,3618443,"Cortland West CDP, New York",18443,9,13378803,5.165584937,0,S,1356,262.5065731,556,107.6354385
1600000US4760500,4760500,"Powells Crossroads town, Tennessee",60500,9,13043883,5.036271597,0,A,1322,262.4957718,554,110.0020103
1600000US3060475,3060475,"Radersburg CDP, Montana",60475,3,651240,0.25144518,0,S,66,262.4826608,61,242.5976107
1600000US2944156,2944156,"Louisburg village, Missouri",44156,4,1203930,0.464839992,0,A,122,262.4559036,79,169.950954
1600000US5170096,5170096,"Saltville town, Virginia",70096,11,20496948,7.913916203,475961,A,2077,262.4490766,967,122.1898205
1600000US3713100,3713100,"Cliffside CDP, North Carolina",13100,8,6030722,2.328474881,0,S,611,262.4035179,269,115.5262624
1600000US4632460,4632460,"Java town, South Dakota",32460,4,1273356,0.491645521,0,A,129,262.3841659,119,242.0443081
1600000US4841848,4841848,"La Ward city, Texas",41848,5,2102814,0.811901059,0,A,213,262.3472376,88,108.3875911
1600000US3865900,3865900,"Reeder city, North Dakota",65900,4,1599384,0.617525641,0,A,162,262.3372849,114,184.607719
1600000US4735880,4735880,"Hopewell CDP, Tennessee",35880,10,18507065,7.145618049,0,S,1874,262.25863,785,109.8575371
1600000US1980535,1980535,"Varina city, Iowa",80535,3,701176,0.270725579,0,A,71,262.2581891,35,129.2822059
1600000US3765040,3765040,"Stokesdale town, North Carolina",65040,13,49843805,19.24480152,408805,A,5047,262.2526397,1955,101.5858749
1600000US3824540,3824540,"Epping city, North Dakota",24540,4,987893,0.381427636,0,A,100,262.1729276,40,104.8691711
1600000US4841704,4841704,"Laughlin AFB CDP, Texas",41704,10,15503476,5.985925804,105608,S,1569,262.1148426,527,88.03984835
1600000US4570045,4570045,"Stuckey town, South Carolina",70045,5,2421071,0.934780779,0,A,245,262.0935363,94,100.5583364
1600000US5409844,5409844,"Brandonville town, West Virginia",9844,4,998178,0.385398697,0,A,101,262.0662727,57,147.8987876
1600000US3120995,3120995,"Hardy village, Nebraska",20995,4,1572077,0.606982349,0,A,159,261.9516042,78,128.5045605
1600000US3775375,3775375,"Woodlawn CDP, North Carolina",75375,8,8900077,3.436339087,628594,S,900,261.9066329,385,112.0378374
1600000US3147010,3147010,"Steele City village, Nebraska",47010,3,603308,0.232938531,855,A,61,261.8716609,55,236.1137926
1600000US0482530,482530,"Whiteriver CDP, Arizona",82530,12,40590616,15.67212512,291701,S,4104,261.8662095,1072,68.40169994
